rank,source_cv_set,source_cv_summary_csv,model_id,source_model,source_point_profile,active_surface_basis_kind,source_count,basis_count,juan_recommendation_status,juan_recommendation_reason,juan_cv_side_worst_fold_rms_db_300_1200,juan_in_sample_side_worst_norm_rms_db_300_1200,juan_in_sample_side_worst_abs_rms_db_300_1200,juan_in_sample_side_worst_phase_rms_deg_300_1200,source_offplane_case,source_offplane_z_offset_rms_db_70_90,source_offplane_z_offset_max_abs_db_70_90,source_offplane_spread_rms_db_70_90,source_offplane_spread_max_abs_db_70_90,source_offplane_spread_basis,source_offplane_spread_reference_case,source_offplane_eligible_reference_count,source_offplane_eligible_surface_max_abs_db_70_90,source_offplane_eligible_surface_max_abs_freq_hz_70_90,source_offplane_eligible_surface_max_abs_angle_deg_70_90,source_offplane_eligible_surface_low_case_70_90,source_offplane_eligible_surface_high_case_70_90,source_offplane_interpretation,stored_bem_label,stored_bem_evidence_scope,stored_bem_validation_hdf5,stored_bem_validation_driver,stored_bem_target_acceptance_status,stored_bem_target_kind,stored_bem_validation_hypothesis,stored_bem_target_published_explorer_match,stored_bem_acceptance_status,stored_bem_coverage_status,stored_bem_timing_status,stored_bem_shape_status,stored_bem_mesh_convergence_status,stored_bem_norm_rms_db_300_1200,stored_bem_through60_rms_db_300_1200,stored_bem_through80_rms_db_300_1200,stored_bem_worst_error_db_300_1200,stored_bem_worst_error_freq_hz_300_1200,stored_bem_worst_error_angle_deg_300_1200,andres_published_parity_bem_label,andres_published_parity_bem_evidence_scope,andres_published_parity_bem_validation_hdf5,andres_published_parity_bem_target_acceptance_status,andres_published_parity_bem_target_published_explorer_match,andres_published_parity_bem_acceptance_status,andres_published_parity_bem_coverage_status,andres_published_parity_bem_shape_status,andres_published_parity_bem_mesh_convergence_status,andres_published_parity_bem_source_offplane_gate_status,andres_published_parity_bem_passive_geometry_gate_status,andres_published_parity_bem_norm_rms_db_300_1200,andres_published_parity_bem_through80_rms_db_300_1200,andres_published_parity_bem_worst_error_db_300_1200,andres_published_parity_bem_worst_error_freq_hz_300_1200,andres_published_parity_bem_worst_error_angle_deg_300_1200,decision_status,decision_reason
11,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m3-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.270 dB exceeds 3.000 dB.,4.143663406133459,4.27034344949075,4.657136015414755,48.46783130723955,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.270 dB exceeds 3.000 dB.
12,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.796 dB exceeds 3.000 dB.,4.157277995282031,3.796425416889398,4.322799777154042,52.32282228777365,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.796 dB exceeds 3.000 dB.
13,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m3-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.136 dB exceeds 3.000 dB.,4.157638861968546,4.135963439600654,4.506377603430076,48.12674509214453,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.136 dB exceeds 3.000 dB.
14,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m2-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.813 dB exceeds 3.000 dB.,4.1795043521244954,3.8130935250693634,4.323094188483577,51.958314224111255,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.813 dB exceeds 3.000 dB.
15,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg3e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.111 dB exceeds 3.000 dB.,4.1894265663681605,4.11099443720713,4.5968350165113,51.5422784765385,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg3e-06,0.1352298124632001,0.25578743425683825,13.553441088964417,31.954790854109056,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg3e-06`; z=0 to UM-height normalized-polar change is 0.135 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.553 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.111 dB exceeds 3.000 dB.
16,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m3-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.607 dB exceeds 3.000 dB.,4.195387235758059,4.607433851117437,5.0109685683648335,48.77919534865435,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.607 dB exceeds 3.000 dB.
17,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m3-rb2-az24-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.377 dB exceeds 3.000 dB.,4.197147157584592,4.376931025201154,4.808142391544774,49.409688225164075,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.377 dB exceeds 3.000 dB.
18,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m3-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.431 dB exceeds 3.000 dB.,4.198527630409715,4.431106114268533,4.85200376138888,49.054733519563634,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.431 dB exceeds 3.000 dB.
19,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.013 dB exceeds 3.000 dB.,4.20092299541461,4.012672433079162,4.354313929041752,47.66522356643435,physical-rear-basket-compact-measured-m4-rb2-az16-gap30-q3-reg1e-06,0.13488459843359207,0.21685229751594193,12.93181375310732,29.22187039926702,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-compact-measured-m4-rb2-az16-gap30-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.135 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 12.932 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.013 dB exceeds 3.000 dB.
20,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB.,4.215465404460567,4.692765889965849,5.068865819162872,48.47583268948625,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06,0.14154304517726923,0.24376166794422716,13.450711818692064,30.295256371733615,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.142 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.451 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",coupled-rear-basket-source-smoke,available_overlap_300_301_hz,output/data/polar_data_juan_lx521_top_raw.h5,L22MG (LX521 top raw),pass,juan_lx521_top_raw,juan_baffleless_to_juan_top_baffle_l22mg_raw,False,fail,not_proven,pass,not_proven,not_proven,7.608155641034858,1.3435216843993574,8.188953024658925,19.847667812491977,300.2929915487766,75.0,physical-rear-basket-andres-smoke,available_overlap_300_301_hz,output/data/polar_data_andres_early_peak_legacy.h5,pass,True,fail,not_proven,not_proven,not_proven,fail,pass,6.869132748872893,1.218186173575156,21.421424363138676,300.65917974710464,90.0,rejected_by_source_cv_with_failed_bem_overlap,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB. Stored BEM overlap also exceeds 1.5 dB (7.608 dB).
21,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-svd1e-05,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB.,4.215473455199916,4.692753601052972,5.068853503070301,48.47583669730308,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-svd1e-05,0.14154355095965518,0.24376161751407466,13.450715956184514,30.29528486990887,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-svd1e-05`; z=0 to UM-height normalized-polar change is 0.142 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.451 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB.
22,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-fsmooth1e-08,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB.,4.2155771840157525,4.693037089682304,5.0691649256995275,48.47607061034714,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.693 dB exceeds 3.000 dB.
23,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb3-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,7,7,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.055 dB exceeds 3.000 dB.,4.215718372691362,4.054884370162642,4.376399538127011,46.30263271577295,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.055 dB exceeds 3.000 dB.
24,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-fsmooth1e-07,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.695 dB exceeds 3.000 dB.,4.2165838982835435,4.695445157057017,5.071824811655743,48.47820898977462,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.695 dB exceeds 3.000 dB.
25,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az24-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.719 dB exceeds 3.000 dB.,4.218166373361607,4.719088968732268,5.100302561763429,48.66678043366578,physical-rear-basket-compact-measured-m4-rb2-az24-gap16-q3-reg1e-06,0.14220553764497912,0.24783007125373757,13.470954918501986,30.398842254784107,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-compact-measured-m4-rb2-az24-gap16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.142 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.471 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.719 dB exceeds 3.000 dB.
26,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m4-rb2-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.460 dB exceeds 3.000 dB.,4.22548304023892,4.46032073499736,4.8175358088940055,48.09867995435818,physical-rear-basket-full-measured-m4-rb2-az16-gap16-q3-reg1e-06,0.1426100134923109,0.24098325119326347,13.407635535024676,29.95839788824967,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-full-measured-m4-rb2-az16-gap16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.143 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.408 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.460 dB exceeds 3.000 dB.
27,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb2-az16-gap16-q3-reg1e-06-fsmooth1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.715 dB exceeds 3.000 dB.,4.226713301682335,4.714655173933385,5.093658385216907,48.49949929499695,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.715 dB exceeds 3.000 dB.
28,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m4-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,6,6,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.913 dB exceeds 3.000 dB.,4.234182294573894,3.9125183095721874,4.231832654319747,47.19433468672786,physical-rear-basket-full-measured-m4-rb2-az16-gap30-q3-reg1e-06,0.13560473858675579,0.21624996681871522,12.866556498657426,29.113734464724814,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-full-measured-m4-rb2-az16-gap30-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.136 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 12.867 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.913 dB exceeds 3.000 dB.
29,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb4-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,8,8,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.971 dB exceeds 3.000 dB.,4.252139910528945,3.9710095703042083,4.275432758509506,45.46427260514467,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.971 dB exceeds 3.000 dB.
30,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m4-rb3-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,7,7,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.953 dB exceeds 3.000 dB.,4.253932751295192,3.952756056369604,4.2514708832184445,45.65920713005196,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.953 dB exceeds 3.000 dB.
31,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb3-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,7,7,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.807 dB exceeds 3.000 dB.,4.298779969630428,3.8068568319276763,4.107160110062089,45.29180793375527,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.807 dB exceeds 3.000 dB.
32,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m4-rb4-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,8,8,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.890 dB exceeds 3.000 dB.,4.302697506097515,3.890126041855869,4.172190497536965,44.64260731665267,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.890 dB exceeds 3.000 dB.
33,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m4-rb4-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,8,8,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.784 dB exceeds 3.000 dB.,4.361185328028054,3.7837828707936136,4.068802920377641,44.25742110430437,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.784 dB exceeds 3.000 dB.
34,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-dipole-m4-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 7.684 dB exceeds 3.000 dB.,4.499563594899021,7.684360138910673,7.672037186183611,46.5215908540793,physical-rear-basket-full-dipole-m4-rb1-az16-gap16-q3-reg1e-06,0.13524916094015169,0.5043746809322442,12.724519476723442,36.175052384767724,source_cv_recommended_juan_only,modal-full2,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-full-dipole-m4-rb1-az16-gap16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.135 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `modal-full2`) is 12.725 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 7.684 dB exceeds 3.000 dB.
35,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m4-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,5,5,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.829 dB exceeds 3.000 dB.,4.548365305846443,3.8288499321646676,4.406003589840352,57.44549710262318,physical-rear-basket-full-measured-m4-rb1-az16-gap16-q3-reg1e-06,0.20208144136945827,0.3915204200583915,13.692406142566291,34.04151086543939,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-rear-basket-full-measured-m4-rb1-az16-gap16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.202 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.692 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.829 dB exceeds 3.000 dB.
36,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m3-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.432 dB exceeds 3.000 dB.,4.585482733113631,3.43186615972424,4.510074133084797,64.30114719446564,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.432 dB exceeds 3.000 dB.
